,abstracts,lead_paragraph,url,date,document_type,news_desk
639,Benjamín Ávila’s film is a semiautobiographical story about a 12-year-old being raised in the late 1970s in Argentina by activists opposed to the ruling military junta.,"In “Clandestine Childhood” a 12-year-old Argentine boy is forced into playing a dangerous game of pretend. It’s 1979, three years after a military coup d’état at home and exile in Cuba with his family. Now the boy, Juan (Teo Gutiérrez Moreno), who will go by Ernesto, is returning to Argentina with his parents, Charo (Natalia Oreiro) and Daniel (César Troncoso), and his baby sister, Victoria. “We think,” Charo tells Juan, “it’s the right time to carry on fighting.” In between changing diapers she and Daniel will soon be fighting Argentina’s right-wing military dictatorship in the name of freedom and country — and saluting fallen compañeros with rousing cries of “Perón or death!”",https://www.nytimes.com/2013/01/11/movies/clandestine-childhood-directed-by-benjamin-avila.html,2013-01-10,article,Weekend
640,Animals provide metaphors in these linked stories.,"“The White Elephant,” the capacious first story in Amy Parker’s engaging linked collection, “Beasts and Children,” tracks the disintegration of 10-year-old Cissy Bowman’s family. The dusty mounted heads — bison, caribou, moose — in her father’s trophy room haunt the story with their unsettling eyes. “Most stories bear as little relation to reality as Daddy’s trophies do to the warm and living animal,” Cissy’s mother warns her daughters — and the reader. “An animal looks back at you, but a trophy’s gaze never offers anything but a distorted and diminished reflection of your face.”",https://www.nytimes.com/2016/02/07/books/review/beasts-and-children-by-amy-parker.html,2016-02-05,article,BookReview
641,"A professional golfer has flown more than 15 million miles, and once scared a woman who thought he had died in the aisle of a plane.","ALL I can say is, I would like to meet the person who has flown more than me. I have been traveling for about 60 years, 90 percent of which has been on commercial airlines. I’ve logged more than 15 million miles.  ",https://www.nytimes.com/2012/11/06/business/a-golf-pro-learns-to-be-comfortable-in-the-air.html,2012-11-05,article,Business
642,"Poppin, an e-commerce start-up that opened to the public on Tuesday, thinks it has a solution to the problems suffered by office supply companies like Staples: an uncluttered Web site, colorful staplers and pens and designing, manufacturing and selling products itself. But will penny-pinching office managers order $14 magenta staplers?","The renaissance of e-commerce has brought us new ways to shop for pants, diapers and eyeglasses. Next up: office supplies.",https://bits.blogs.nytimes.com/2012/09/05/a-start-up-offers-a-new-way-to-shop-for-office-supplies/,2012-09-05,article,
643,"You can get anything you want in either city, as long as you know the right person.","While much has changed in New York and Mumbai over the past 50 years, the bazaar, or the marketplace, is still the center of commercial activity for both these cities.",https://india.blogs.nytimes.com/2013/02/05/the-mumbainew-york-photo-project-meet-the-wallas/,2013-02-05,article,
644,My wife and I struck a dubious-sounding pact that went on to revolutionize our marriage: sex for cleaning.,"A romantic Valentine’s is close. Like, broom-closet close. All you need for a sexy good time is a bucket of cleaning supplies and maybe a notary public — depending on how litigious you are. My wife and I are horrible at paperwork, so we struck our deal with a handshake. It was a dubious-sounding pact that went on to revolutionize our marriage: sex for cleaning.",https://parenting.blogs.nytimes.com/2013/02/14/confessions-of-a-domestic-gigolo/,2013-02-14,article,
645,Benjamín Ávila’s film is a semiautobiographical story about a 12-year-old being raised in the late 1970s in Argentina by activists opposed to the ruling military junta.,"In “Clandestine Childhood” a 12-year-old Argentine boy is forced into playing a dangerous game of pretend. It’s 1979, three years after a military coup d’état at home and exile in Cuba with his family. Now the boy, Juan (Teo Gutiérrez Moreno), who will go by Ernesto, is returning to Argentina with his parents, Charo (Natalia Oreiro) and Daniel (César Troncoso), and his baby sister, Victoria. “We think,” Charo tells Juan, “it’s the right time to carry on fighting.” In between changing diapers she and Daniel will soon be fighting Argentina’s right-wing military dictatorship in the name of freedom and country — and saluting fallen compañeros with rousing cries of “Perón or death!”",https://www.nytimes.com/2013/01/11/movies/clandestine-childhood-directed-by-benjamin-avila.html,2013-01-10,article,Weekend
646,"After weeks of helping residents affected by Hurricane Sandy, volunteers and several relief organizations in Midland Beach on Staten Island said they were told to leave by an official from the mayor’s office.","After the floodwaters created by Hurricane Sandy began receding from the Midland Beach neighborhood of Staten Island, one of the first things that Aiman Youseff did was to set up a table on the sidewalk near what was left of his house at 489 Midland Avenue.",https://cityroom.blogs.nytimes.com/2012/12/01/staten-island-volunteers-fear-city-will-hamper-their-hurricane-relief-efforts/,2012-12-02,article,
647,"A review of books about Leonard Bernstein, Manhattan’s geography and the civil liberties at stake during an anti-communism purge in the early 1950s.","“Unlike almost any other classical performer of recent times, Leonard Bernstein adamantly, and sometimes controversially, refused to compartmentalize and separate his emotional, intellectual, political, erotic and spiritual longings from the musical experience,” Jonathan Cott writes in “Dinner With Lenny: The Last Long Interview with Leonard Bernstein” (Oxford University Press, $24.95).",https://www.nytimes.com/2013/02/10/nyregion/a-composer-who-talked-for-hours.html,2013-02-09,article,Metro
648,Hurricane Sandy offers the disaster agency a chance to show the lessons it learned from its poorly managed response to Hurricane Katrina.,"WASHINGTON  —  As Hurricane Sandy approached landfall Monday, Federal Emergency Management Agency officials here were struggling with the question of how to deploy resources in the face of a powerful, far-reaching storm that was bearing down on a string of the nation’s largest metropolitan areas.",https://www.nytimes.com/2012/10/30/us/hurricane-sandy-a-chance-at-redemption-for-fema.html,2012-10-30,article,National
649,The filling of a vacant seat led to residents’ rushing elected officials and to Cory A. Booker’s onetime supporters shouting accusations of betrayal.,"A showdown between the two archrivals of recent Newark politics, Mayor Cory A. Booker and his predecessor, Sharpe James, exploded into a melee Tuesday night as the City Council struggled to fill a vacant seat.",https://www.nytimes.com/2012/11/22/nyregion/melee-at-newark-council-meeting-shows-a-rift-in-cory-bookers-support.html,2012-11-22,article,Metro
650,The C-level celebrity version of motherhood: parenting as marketing opportunity. Welcome to the era of Consumer Mommy.,"For all too many of us, motherhood has the potential to be a salary and job killer. But as Jacob Bernstein so excellently reported in the Styles section on Sunday, it has turned into a savvy career move for an increasing number of C-level celebrities for whom, as he puts it, “motherhood pays.”",https://parenting.blogs.nytimes.com/2012/04/30/farewell-dr-spock-hello-snooki/,2012-04-30,article,
651,"Was a prize to a pitcher for a near-perfect game “some of the best dollars invested in publicity,” or a squandering of taxpayers’ equity?",DETROIT  A free sports car for a Detroit Tigers baseball player was not among the reasons the government saved General Motors from financial collapse. Nor was a year’s supply of diapers and other gifts for a Minnesota woman who gave birth behind the wheel of a Chevrolet Cobalt.,https://www.nytimes.com/2010/06/05/business/05corvette.html,2010-06-04,article,Business
652,A novel about discovering and appreciating your own gifts — even if those gifts mainly consist of the ability to spin a hard-boiled egg by pulling on your ears.,"I admit it. When I read the last two pages of “Abby Carnelia’s One and Only Magical Power,” a novel for 8- to-12-year-olds, I cried. On the surface this is a tale about a regular girl with a pointless magical power. But it got me with its message of discovering and appreciating your own gifts — even if those gifts mainly consist of the ability to spin a hard-boiled egg by pulling on your ears.",https://www.nytimes.com/2010/07/18/books/review/Meadows-t.html,2010-07-16,article,BookReview
